Speaker,Word,Gram,Log_Freq,DepVar
s28,don't,n,7.5569505720129,0
s08,second,m,3.8286413964891,1
s37,front,m,3.87120101090789,0
s15,friend,m,3.93182563272433,0
s12,don't,n,7.5569505720129,0
s25,doesn't,n,5.37989735354046,0
s26,around,m,5.42934562895444,0
s12,don't,n,7.5569505720129,0
s34,don't,n,7.5569505720129,0
s28,kind,m,6.21260609575152,0
s24,different,m,5.65599181081985,1
s13,around,m,5.42934562895444,0
s29,wasn't,n,5.17614973257383,1
s10,second,m,3.8286413964891,1
s02,end,m,4.23410650459726,1
s13,kind,m,6.21260609575152,0
s36,doesn't,n,5.37989735354046,0
s02,don't,n,7.5569505720129,0
s26,kind,m,6.21260609575152,0
s24,kind,m,6.21260609575152,0
s02,thousand,m,3.80666248977032,0
s09,amount,m,3.40119738166216,1
s35,kind,m,6.21260609575152,0
s24,kind,m,6.21260609575152,0
s03,aren't,n,4.00733318523247,1
s36,kind,m,6.21260609575152,0
s12,don't,n,7.5569505720129,0
s15,opened,p,2.07944154167984,1
s35,kind,m,6.21260609575152,1
s15,thousand,m,3.80666248977032,0
s04,friend,m,3.93182563272433,1
s06,don't,n,7.5569505720129,0
s21,went,m,5.30330490805908,1
s11,around,m,5.42934562895444,1
s35,around,m,5.42934562895444,1
s22,amount,m,3.40119738166216,0
s39,doesn't,n,5.37989735354046,0
s13,mind,m,3.80666248977032,0
s29,predicament,m,0.693147180559945,0
s38,kind,m,6.21260609575152,0
s33,don't,n,7.5569505720129,0
s39,kind,m,6.21260609575152,0
s34,kind,m,6.21260609575152,0
s22,end,m,4.23410650459726,1
s14,haven't,n,4.52178857704904,1
s24,kind,m,6.21260609575152,0
s11,kind,m,6.21260609575152,0
s18,find,m,4.69134788222914,1
s14,rent,m,2.77258872223978,1
s34,kind,m,6.21260609575152,0
s23,don't,n,7.5569505720129,0
s18,violent,m,3.36729582998647,1
s35,kind,m,6.21260609575152,0
s02,end,m,4.23410650459726,1
s02,president,m,3.29583686600433,0
s11,around,m,5.42934562895444,0
s23,around,m,5.42934562895444,1
s29,land,m,3.17805383034795,1
s32,girlfriend,m,2.89037175789616,1
s01,kind,m,6.21260609575152,1
s01,different,m,5.65599181081985,1
s06,president,m,3.29583686600433,0
s38,don't,n,7.5569505720129,0
s03,kind,m,6.21260609575152,0
s15,thousand,m,3.80666248977032,0
s23,around,m,5.42934562895444,0
s11,kind,m,6.21260609575152,0
s11,hand,m,3.66356164612965,1
s13,round,m,1.6094379124341,0
s35,happened,p,3.80666248977032,1
s32,postponed,p,0.693147180559945,1
s10,hand,m,3.66356164612965,1
s28,friend,m,3.93182563272433,1
s40,doesn't,n,5.37989735354046,0
s18,kind,m,6.21260609575152,0
s08,kind,m,6.21260609575152,0
s33,kind,m,6.21260609575152,0
s01,kind,m,6.21260609575152,1
s10,aren't,n,4.00733318523247,0
s25,kind,m,6.21260609575152,0
s32,kind,m,6.21260609575152,1
s10,end,m,4.23410650459726,1
s27,mind,m,3.80666248977032,1
s28,kind,m,6.21260609575152,0
s10,kind,m,6.21260609575152,0
s23,kind,m,6.21260609575152,1
s12,kind,m,6.21260609575152,0
s07,kind,m,6.21260609575152,0
s11,kind,m,6.21260609575152,0
s17,movement,m,1.79175946922805,1
s26,can't,n,5.84643877505772,1
s10,apartment,m,3.2188758248682,0
s02,beyond,m,1.38629436111989,1
s07,don't,n,7.5569505720129,0
s16,kind,m,6.21260609575152,0
s15,don't,n,7.5569505720129,0
s16,don't,n,7.5569505720129,1
s15,different,m,5.65599181081985,1
s04,can't,n,5.84643877505772,0
s37,kind,m,6.21260609575152,0
s21,kind,m,6.21260609575152,0
s12,kind,m,6.21260609575152,0
s24,kind,m,6.21260609575152,0
s17,amount,m,3.40119738166216,0
s05,don't,n,7.5569505720129,0
s31,kind,m,6.21260609575152,0
s17,kind,m,6.21260609575152,1
s39,kind,m,6.21260609575152,0
s38,opened,p,2.07944154167984,1
s16,end,m,4.23410650459726,1
s22,went,m,5.30330490805908,0
s01,kind,m,6.21260609575152,0
s35,different,m,5.65599181081985,0
s03,statement,m,1.6094379124341,1
s38,kind,m,6.21260609575152,1
s08,amount,m,3.40119738166216,0
s16,kind,m,6.21260609575152,0
s09,kind,m,6.21260609575152,0
s30,kind,m,6.21260609575152,0
s29,can't,n,5.84643877505772,1
s07,husband,m,4.07753744390572,1
s13,don't,n,7.5569505720129,0
s01,doesn't,n,5.37989735354046,1
s35,kind,m,6.21260609575152,1
s01,kind,m,6.21260609575152,0
s29,ain't,n,3.2188758248682,1
s19,don't,n,7.5569505720129,0
s35,kind,m,6.21260609575152,0
s37,kind,m,6.21260609575152,0
s31,kind,m,6.21260609575152,0
s35,kind,m,6.21260609575152,1
s07,can't,n,5.84643877505772,0
s33,point,m,4.39444915467244,1
s31,different,m,5.65599181081985,1
s32,beyond,m,1.38629436111989,1
s38,amount,m,3.40119738166216,0
s04,around,m,5.42934562895444,0
s35,don't,n,7.5569505720129,0
s18,don't,n,7.5569505720129,0
s07,don't,n,7.5569505720129,0
s23,kind,m,6.21260609575152,0
s40,president,m,3.29583686600433,1
s07,different,m,5.65599181081985,0
s13,find,m,4.69134788222914,0
s05,wasn't,n,5.17614973257383,1
s15,find,m,4.69134788222914,0
s07,concerned,p,2.83321334405622,1
s14,wasn't,n,5.17614973257383,1
s20,don't,n,7.5569505720129,0
s31,kind,m,6.21260609575152,0
s23,end,m,4.23410650459726,1
s21,kind,m,6.21260609575152,0
s39,kind,m,6.21260609575152,0
s03,kind,m,6.21260609575152,0
s22,went,m,5.30330490805908,0
s18,wasn't,n,5.17614973257383,1
s21,kind,m,6.21260609575152,1
s11,kind,m,6.21260609575152,0
s12,kind,m,6.21260609575152,0
s40,doesn't,n,5.37989735354046,0
s39,don't,n,7.5569505720129,1
s35,background,m,3.13549421592915,0
s25,assistant,m,2.30258509299405,1
s35,end,m,4.23410650459726,0
s10,doesn't,n,5.37989735354046,1
s35,went,m,5.30330490805908,0
s24,spent,d,2.83321334405622,1
s27,different,m,5.65599181081985,1
s18,can't,n,5.84643877505772,1
s24,different,m,5.65599181081985,0
s34,kind,m,6.21260609575152,0
s10,band,m,2.19722457733622,0
s29,kind,m,6.21260609575152,0
s28,kind,m,6.21260609575152,1
s28,kind,m,6.21260609575152,0
s17,superintendent,m,1.09861228866811,0
s35,don't,n,7.5569505720129,1
s11,different,m,5.65599181081985,1
s21,end,m,4.23410650459726,1
s18,around,m,5.42934562895444,0
s38,end,m,4.23410650459726,1
s02,content,m,1.6094379124341,1
s07,don't,n,7.5569505720129,0
s14,don't,n,7.5569505720129,1
s06,kind,m,6.21260609575152,0
s07,kind,m,6.21260609575152,0
s36,kind,m,6.21260609575152,0
s28,end,m,4.23410650459726,0
s15,can't,n,5.84643877505772,1
s33,background,m,3.13549421592915,1
s22,kind,m,6.21260609575152,0
s12,kind,m,6.21260609575152,0
s16,went,m,5.30330490805908,0
s25,doesn't,n,5.37989735354046,0
s09,can't,n,5.84643877505772,0
s32,friend,m,3.93182563272433,1
s03,kind,m,6.21260609575152,0
s29,don't,n,7.5569505720129,0
s39,kind,m,6.21260609575152,0
s35,don't,n,7.5569505720129,0
s16,kind,m,6.21260609575152,0
s19,front,m,3.87120101090789,0
s08,don't,n,7.5569505720129,0
s25,kind,m,6.21260609575152,0
s09,kind,m,6.21260609575152,0
s31,kind,m,6.21260609575152,0
s09,can't,n,5.84643877505772,1
s40,government,m,3.87120101090789,0
s32,end,m,4.23410650459726,1
s16,around,m,5.42934562895444,1
s15,around,m,5.42934562895444,1
s18,different,m,5.65599181081985,1
s25,kind,m,6.21260609575152,0
s25,different,m,5.65599181081985,1
s27,apartment,m,3.2188758248682,0
s07,rent,m,2.77258872223978,0
s22,sent,d,2.19722457733622,0
s38,amount,m,3.40119738166216,0
s22,kind,m,6.21260609575152,0
s02,don't,n,7.5569505720129,0
s17,kind,m,6.21260609575152,0
s28,don't,n,7.5569505720129,0
s25,independent,m,2.94443897916644,1
s21,don't,n,7.5569505720129,1
s39,went,m,5.30330490805908,1
s32,don't,n,7.5569505720129,0
s16,don't,n,7.5569505720129,1
s34,don't,n,7.5569505720129,0
s09,went,m,5.30330490805908,1
s20,department,m,2.94443897916644,0
s22,went,m,5.30330490805908,0
s04,isn't,n,4.04305126783455,0
s24,kind,m,6.21260609575152,0
s08,kind,m,6.21260609575152,0
s08,kind,m,6.21260609575152,0
s35,kind,m,6.21260609575152,0
s28,don't,n,7.5569505720129,0
s37,kind,m,6.21260609575152,0
s12,don't,n,7.5569505720129,0
s13,mind,m,3.80666248977032,1
s18,husband,m,4.07753744390572,1
s15,doesn't,n,5.37989735354046,1
s01,kind,m,6.21260609575152,0
s28,signed,p,1.94591014905531,1
s39,second,m,3.8286413964891,1
s25,kind,m,6.21260609575152,0
s06,doesn't,n,5.37989735354046,1
s18,kind,m,6.21260609575152,0
s40,don't,n,7.5569505720129,1
s11,turned,p,3.46573590279973,0
s12,don't,n,7.5569505720129,1
s17,don't,n,7.5569505720129,1
s36,kind,m,6.21260609575152,0
s17,kind,m,6.21260609575152,0
s22,don't,n,7.5569505720129,0
s13,department,m,2.94443897916644,0
s12,don't,n,7.5569505720129,0
s14,different,m,5.65599181081985,1
s17,environment,m,3.09104245335832,0
s17,amount,m,3.40119738166216,0
s12,kind,m,6.21260609575152,0
s35,wasn't,n,5.17614973257383,1
s14,wasn't,n,5.17614973257383,1
s15,find,m,4.69134788222914,0
s01,wasn't,n,5.17614973257383,1
s24,don't,n,7.5569505720129,0
s38,kind,m,6.21260609575152,0
s16,don't,n,7.5569505720129,1
s39,kind,m,6.21260609575152,0
s01,don't,n,7.5569505720129,0
s39,entertainment,m,1.09861228866811,1
s18,don't,n,7.5569505720129,0
s40,hand,m,3.66356164612965,1
s26,don't,n,7.5569505720129,1
s24,don't,n,7.5569505720129,0
s36,don't,n,7.5569505720129,0
s09,wasn't,n,5.17614973257383,1
s11,kind,m,6.21260609575152,0
s34,mind,m,3.80666248977032,0
s07,around,m,5.42934562895444,1
s09,argument,m,1.6094379124341,1
s23,kind,m,6.21260609575152,1
s11,kind,m,6.21260609575152,0
s14,kind,m,6.21260609575152,0
s26,kind,m,6.21260609575152,0
s33,don't,n,7.5569505720129,0
s16,doesn't,n,5.37989735354046,1
s25,parent,m,3.36729582998647,1
s05,kind,m,6.21260609575152,0
s14,doesn't,n,5.37989735354046,1
s05,don't,n,7.5569505720129,0
s39,percent,m,3.95124371858143,1
s19,don't,n,7.5569505720129,0
s15,giant,m,1.09861228866811,1
s05,can't,n,5.84643877505772,1
s07,rent,m,2.77258872223978,1
s21,kind,m,6.21260609575152,0
s16,can't,n,5.84643877505772,1
s18,don't,n,7.5569505720129,0
s07,kind,m,6.21260609575152,0
s31,end,m,4.23410650459726,1
s07,can't,n,5.84643877505772,1
s13,can't,n,5.84643877505772,0
s37,kind,m,6.21260609575152,0
s12,don't,n,7.5569505720129,1
s26,can't,n,5.84643877505772,0
s36,went,m,5.30330490805908,1
s01,aren't,n,4.00733318523247,1
s24,don't,n,7.5569505720129,0
s17,movement,m,1.79175946922805,1
s17,hand,m,3.66356164612965,1
s01,aren't,n,4.00733318523247,1
s08,background,m,3.13549421592915,1
s17,kind,m,6.21260609575152,0
s08,kind,m,6.21260609575152,0
s31,kind,m,6.21260609575152,0
s39,kind,m,6.21260609575152,0
s35,doesn't,n,5.37989735354046,0
s22,don't,n,7.5569505720129,0
s18,wasn't,n,5.17614973257383,1
s04,went,m,5.30330490805908,0
s36,violent,m,3.36729582998647,0
s18,weren't,n,3.91202300542815,1
s12,don't,n,7.5569505720129,0
s12,kind,m,6.21260609575152,0
s08,don't,n,7.5569505720129,0
s23,count,m,2.30258509299405,1
s07,went,m,5.30330490805908,0
s27,kind,m,6.21260609575152,0
s08,haven't,n,4.52178857704904,0
s09,amount,m,3.40119738166216,0
s16,band,m,2.19722457733622,0
s16,can't,n,5.84643877505772,1
s22,went,m,5.30330490805908,0
s39,went,m,5.30330490805908,1
s14,president,m,3.29583686600433,0
s13,can't,n,5.84643877505772,1
s27,president,m,3.29583686600433,0
s29,ground,m,2.30258509299405,1
s30,thousand,m,3.80666248977032,0
s35,assignment,m,0,0
s02,kind,m,6.21260609575152,0
s05,don't,n,7.5569505720129,0
s01,end,m,4.23410650459726,1
s12,don't,n,7.5569505720129,1
s18,kind,m,6.21260609575152,0
s05,pregnant,m,3.36729582998647,0
s09,environment,m,3.09104245335832,0
s29,wasn't,n,5.17614973257383,0
s32,around,m,5.42934562895444,1
s13,settlement,m,1.09861228866811,1
s22,went,m,5.30330490805908,0
s37,recommend,m,1.09861228866811,0
s27,kind,m,6.21260609575152,1
s19,commitment,m,2.30258509299405,1
s40,end,m,4.23410650459726,0
s13,amendment,m,0,1
s23,wasn't,n,5.17614973257383,1
s11,consent,m,0.693147180559945,1
s10,kind,m,6.21260609575152,0
s08,second,m,3.8286413964891,1
s02,mind,m,3.80666248977032,0
s21,kind,m,6.21260609575152,0
s04,enforcement,m,1.79175946922805,0
s19,agent,m,0.693147180559945,1
s22,went,m,5.30330490805908,1
s35,agreement,m,1.38629436111989,1
s13,kind,m,6.21260609575152,0
s16,end,m,4.23410650459726,1
s05,can't,n,5.84643877505772,0
s05,don't,n,7.5569505720129,1
s08,kind,m,6.21260609575152,0
s36,kind,m,6.21260609575152,0
s40,kind,m,6.21260609575152,0
s14,went,m,5.30330490805908,0
s06,point,m,4.39444915467244,1
s32,different,m,5.65599181081985,0
s05,around,m,5.42934562895444,1
s33,don't,n,7.5569505720129,0
s06,don't,n,7.5569505720129,1
s35,retirement,m,2.07944154167984,1
s07,rent,m,2.77258872223978,0
s08,wasn't,n,5.17614973257383,1
s24,owned,p,1.79175946922805,1
s05,send,m,3.17805383034795,1
s11,don't,n,7.5569505720129,1
s39,percent,m,3.95124371858143,1
s21,around,m,5.42934562895444,1
s02,president,m,3.29583686600433,0
s21,kind,m,6.21260609575152,0
s22,went,m,5.30330490805908,1
s25,don't,n,7.5569505720129,1
s23,development,m,2.07944154167984,0
s03,hand,m,3.66356164612965,0
s16,background,m,3.13549421592915,1
s25,don't,n,7.5569505720129,1
s18,learned,p,3.68887945411394,1
s26,kind,m,6.21260609575152,1
s10,doesn't,n,5.37989735354046,1
s19,doesn't,n,5.37989735354046,0
s14,hasn't,n,3.2188758248682,1
s31,account,m,1.6094379124341,0
s24,thousand,m,3.80666248977032,0
s09,accent,m,1.79175946922805,0
s14,percent,m,3.95124371858143,0
s25,kind,m,6.21260609575152,0
s13,government,m,3.87120101090789,1
s19,retirement,m,2.07944154167984,1
s26,kind,m,6.21260609575152,1
s29,government,m,3.87120101090789,1
s07,don't,n,7.5569505720129,0
s12,percent,m,3.95124371858143,0
s19,don't,n,7.5569505720129,0
s06,government,m,3.87120101090789,1
s14,went,m,5.30330490805908,0
s04,don't,n,7.5569505720129,1
s13,can't,n,5.84643877505772,1
s10,can't,n,5.84643877505772,1
s31,can't,n,5.84643877505772,1
s10,can't,n,5.84643877505772,1
s29,don't,n,7.5569505720129,0
s40,different,m,5.65599181081985,0
s32,end,m,4.23410650459726,0
s12,president,m,3.29583686600433,1
s30,can't,n,5.84643877505772,1
s27,went,m,5.30330490805908,0
s22,went,m,5.30330490805908,0
s16,content,m,1.6094379124341,1
s19,government,m,3.87120101090789,1
s32,end,m,4.23410650459726,1
s25,different,m,5.65599181081985,1
s30,can't,n,5.84643877505772,0
s35,can't,n,5.84643877505772,1
s11,kind,m,6.21260609575152,0
s15,don't,n,7.5569505720129,1
s33,wasn't,n,5.17614973257383,1
s16,kind,m,6.21260609575152,0
s21,want,m,5.33271879326537,0
s16,understand,m,4.07753744390572,1
s16,friend,m,3.93182563272433,1
s08,don't,n,7.5569505720129,0
s16,front,m,3.87120101090789,1
s11,husband,m,4.07753744390572,0
s35,retirement,m,2.07944154167984,1
s25,kind,m,6.21260609575152,0
s25,different,m,5.65599181081985,1
s40,don't,n,7.5569505720129,1
s03,don't,n,7.5569505720129,1
s12,went,m,5.30330490805908,0
s02,find,m,4.69134788222914,0
s19,different,m,5.65599181081985,0
s08,kind,m,6.21260609575152,0
s26,kind,m,6.21260609575152,1
s12,different,m,5.65599181081985,0
s31,kind,m,6.21260609575152,0
s23,don't,n,7.5569505720129,0
s10,opened,p,2.07944154167984,0
s04,don't,n,7.5569505720129,1
s40,don't,n,7.5569505720129,0
s28,joint,m,1.6094379124341,1
s32,don't,n,7.5569505720129,0
s29,don't,n,7.5569505720129,1
s16,kind,m,6.21260609575152,0
s32,spend,m,3.46573590279973,1
s25,land,m,3.17805383034795,1
s35,brilliant,m,1.09861228866811,1
s27,environment,m,3.09104245335832,1
s17,isn't,n,4.04305126783455,0
s10,intelligent,m,1.38629436111989,1
s33,don't,n,7.5569505720129,0
s22,went,m,5.30330490805908,0
s07,want,m,5.33271879326537,1
s11,went,m,5.30330490805908,0
s26,development,m,2.07944154167984,1
s08,background,m,3.13549421592915,1
s10,thousand,m,3.80666248977032,0
s16,found,d,4.06044301054642,0
s22,went,m,5.30330490805908,0
s12,different,m,5.65599181081985,1
s33,find,m,4.69134788222914,0
s19,can't,n,5.84643877505772,1
s22,went,m,5.30330490805908,1
s16,amount,m,3.40119738166216,1
s04,different,m,5.65599181081985,1
s18,different,m,5.65599181081985,1
s04,doesn't,n,5.37989735354046,1
s30,different,m,5.65599181081985,1
s15,doesn't,n,5.37989735354046,0
s34,find,m,4.69134788222914,1
s35,find,m,4.69134788222914,0
s04,different,m,5.65599181081985,1
s19,find,m,4.69134788222914,0
s14,went,m,5.30330490805908,0
s10,don't,n,7.5569505720129,0
s15,different,m,5.65599181081985,1
s18,thousand,m,3.80666248977032,0
s22,went,m,5.30330490805908,0
s15,shunned,p,0,1
s27,don't,n,7.5569505720129,1
s27,find,m,4.69134788222914,1
s28,apparent,m,1.09861228866811,1
s07,payment,m,1.38629436111989,1
s16,turned,p,3.46573590279973,1
s27,found,d,4.06044301054642,0
s25,girlfriend,m,2.89037175789616,1
s34,want,m,5.33271879326537,1
s11,find,m,4.69134788222914,1
s13,evident,m,0,1
s35,found,d,4.06044301054642,0
s39,don't,n,7.5569505720129,0
s16,spend,m,3.46573590279973,1
s05,mentioned,p,2.07944154167984,1
s12,want,m,5.33271879326537,0
s19,commitment,m,2.30258509299405,1
s13,repaint,m,0,0
s33,development,m,2.07944154167984,0
s11,signed,p,1.94591014905531,1
s26,don't,n,7.5569505720129,0
s19,find,m,4.69134788222914,1
s15,found,d,4.06044301054642,1
s11,different,m,5.65599181081985,1
s03,went,m,5.30330490805908,0
s26,found,d,4.06044301054642,1
s08,went,m,5.30330490805908,0
s06,don't,n,7.5569505720129,1
s39,thousand,m,3.80666248977032,0
s23,turned,p,3.46573590279973,1
s10,different,m,5.65599181081985,0
s17,government,m,3.87120101090789,1
s17,aren't,n,4.00733318523247,1
s40,turned,p,3.46573590279973,0
s16,don't,n,7.5569505720129,1
s11,planned,p,1.6094379124341,1
s05,parent,m,3.36729582998647,1
s14,found,d,4.06044301054642,0
s10,government,m,3.87120101090789,1
s07,want,m,5.33271879326537,0
s09,government,m,3.87120101090789,1
s16,can't,n,5.84643877505772,1
s12,understand,m,4.07753744390572,0
s27,turned,p,3.46573590279973,0
s32,found,d,4.06044301054642,1
s35,different,m,5.65599181081985,1
s20,don't,n,7.5569505720129,1
s16,can't,n,5.84643877505772,1
s16,don't,n,7.5569505720129,1
s19,find,m,4.69134788222914,1
s08,don't,n,7.5569505720129,0
s08,environment,m,3.09104245335832,1
s29,environment,m,3.09104245335832,1
s06,ignorant,m,0,1
s28,don't,n,7.5569505720129,0
s34,isn't,n,4.04305126783455,0
s13,doesn't,n,5.37989735354046,0
s09,can't,n,5.84643877505772,1
s16,send,m,3.17805383034795,1
s32,isn't,n,4.04305126783455,0
s07,find,m,4.69134788222914,0
s08,haven't,n,4.52178857704904,1
s05,different,m,5.65599181081985,1
s14,wasn't,n,5.17614973257383,1
s07,find,m,4.69134788222914,0
s02,innocent,m,2.19722457733622,0
s11,husband,m,4.07753744390572,0
s34,weren't,n,3.91202300542815,1
s13,went,m,5.30330490805908,0
s39,around,m,5.42934562895444,0
s19,went,m,5.30330490805908,0
s31,find,m,4.69134788222914,0
s27,experiment,m,1.09861228866811,1
s28,planned,p,1.6094379124341,1
s10,don't,n,7.5569505720129,0
s11,went,m,5.30330490805908,0
s38,transplant,m,0.693147180559945,1
s15,went,m,5.30330490805908,0
s14,went,m,5.30330490805908,1
s19,found,d,4.06044301054642,1
s34,don't,n,7.5569505720129,0
s12,apartment,m,3.2188758248682,0
s24,don't,n,7.5569505720129,0
s23,point,m,4.39444915467244,0
s08,point,m,4.39444915467244,1
s07,find,m,4.69134788222914,1
s02,find,m,4.69134788222914,0
s35,independent,m,2.94443897916644,1
s17,point,m,4.39444915467244,1
s35,find,m,4.69134788222914,1
s07,find,m,4.69134788222914,1
s33,point,m,4.39444915467244,1
s36,wasn't,n,5.17614973257383,1
s35,learned,p,3.68887945411394,1
s04,don't,n,7.5569505720129,1
s24,went,m,5.30330490805908,0
s27,found,d,4.06044301054642,0
s23,turned,p,3.46573590279973,1
s39,fanned,p,0.693147180559945,1
s15,sound,m,2.99573227355399,0
s16,isn't,n,4.04305126783455,1
s33,don't,n,7.5569505720129,0
s16,turned,p,3.46573590279973,1
s32,ground,m,2.30258509299405,1
s28,found,d,4.06044301054642,1
s18,different,m,5.65599181081985,1
s12,don't,n,7.5569505720129,1
s22,went,m,5.30330490805908,0
s22,hand,m,3.66356164612965,1
s10,payment,m,1.38629436111989,1
s32,point,m,4.39444915467244,0
s11,went,m,5.30330490805908,1
s23,background,m,3.13549421592915,1
s35,don't,n,7.5569505720129,0
s39,depend,m,0,1
s10,don't,n,7.5569505720129,0
s23,went,m,5.30330490805908,0
s05,different,m,5.65599181081985,1
s24,different,m,5.65599181081985,1
s35,retirement,m,2.07944154167984,1
s39,don't,n,7.5569505720129,1
s25,violent,m,3.36729582998647,1
s24,don't,n,7.5569505720129,1
s01,send,m,3.17805383034795,1
s08,find,m,4.69134788222914,1
s25,went,m,5.30330490805908,0
s12,found,d,4.06044301054642,1
s05,don't,n,7.5569505720129,1
s26,sound,m,2.99573227355399,1
s21,found,d,4.06044301054642,1
s16,hand,m,3.66356164612965,1
s15,want,m,5.33271879326537,1
s31,want,m,5.33271879326537,1
s10,don't,n,7.5569505720129,0
s27,restaurant,m,2.63905732961526,1
s13,can't,n,5.84643877505772,0
s35,want,m,5.33271879326537,1
s15,thousand,m,3.80666248977032,0
s08,commitment,m,2.30258509299405,1
s08,went,m,5.30330490805908,1
s22,went,m,5.30330490805908,0
s11,went,m,5.30330490805908,0
s27,went,m,5.30330490805908,0
s39,don't,n,7.5569505720129,1
s25,found,d,4.06044301054642,1
s13,don't,n,7.5569505720129,1
s12,don't,n,7.5569505720129,1
s07,don't,n,7.5569505720129,0
s22,found,d,4.06044301054642,1
s01,don't,n,7.5569505720129,0
s23,don't,n,7.5569505720129,0
s22,found,d,4.06044301054642,1
s33,different,m,5.65599181081985,1
s38,patient,m,0,0
s13,found,d,4.06044301054642,1
s25,parent,m,3.36729582998647,1
s15,around,m,5.42934562895444,0
s02,can't,n,5.84643877505772,0
s09,slant,m,0.693147180559945,0
s05,don't,n,7.5569505720129,1
s19,commitment,m,2.30258509299405,0
s39,don't,n,7.5569505720129,0
s05,can't,n,5.84643877505772,1
s35,management,m,2.484906649788,1
s05,hand,m,3.66356164612965,1
s11,different,m,5.65599181081985,1
s08,wasn't,n,5.17614973257383,0
s17,point,m,4.39444915467244,0
s16,entertained,p,1.09861228866811,1
s08,point,m,4.39444915467244,0
s03,percent,m,3.95124371858143,0
s06,point,m,4.39444915467244,1
s27,restaurant,m,2.63905732961526,0
s14,boyfriend,m,2.19722457733622,1
s04,don't,n,7.5569505720129,1
s05,don't,n,7.5569505720129,0
s17,restaurant,m,2.63905732961526,1
s16,band,m,2.19722457733622,1
s28,want,m,5.33271879326537,1
s07,want,m,5.33271879326537,1
s17,hand,m,3.66356164612965,1
s10,don't,n,7.5569505720129,0
s13,postponed,p,0.693147180559945,0
s39,can't,n,5.84643877505772,1
s32,moment,m,1.6094379124341,0
s15,don't,n,7.5569505720129,0
s23,happened,p,3.80666248977032,1
s36,mentioned,p,2.07944154167984,1
s28,different,m,5.65599181081985,1
s32,went,m,5.30330490805908,0
s16,don't,n,7.5569505720129,1
s04,don't,n,7.5569505720129,1
s38,around,m,5.42934562895444,1
s14,count,m,2.30258509299405,1
s12,can't,n,5.84643877505772,0
s07,don't,n,7.5569505720129,1
s13,can't,n,5.84643877505772,0
s08,end,m,4.23410650459726,0
s29,around,m,5.42934562895444,1
s17,different,m,5.65599181081985,1
s14,weekend,m,2.99573227355399,1
s11,don't,n,7.5569505720129,1
s01,don't,n,7.5569505720129,0
s35,government,m,3.87120101090789,1
s13,signed,p,1.94591014905531,1
s30,found,d,4.06044301054642,0
s21,aunt,m,2.30258509299405,1
s13,land,m,3.17805383034795,1
s26,don't,n,7.5569505720129,0
s07,point,m,4.39444915467244,1
s34,constant,m,1.6094379124341,1
s26,wasn't,n,5.17614973257383,0
s30,trend,m,1.6094379124341,0
s01,front,m,3.87120101090789,0
s15,understand,m,4.07753744390572,1
s16,won't,n,4.23410650459726,1
s26,want,m,5.33271879326537,0
s13,won't,n,4.23410650459726,0
s05,commitment,m,2.30258509299405,1
s34,can't,n,5.84643877505772,1
s14,want,m,5.33271879326537,1
s02,innocent,m,2.19722457733622,0
s19,want,m,5.33271879326537,0
s25,pregnant,m,3.36729582998647,0
s05,isn't,n,4.04305126783455,0
s36,friend,m,3.93182563272433,0
s03,went,m,5.30330490805908,1
s07,amount,m,3.40119738166216,1
s14,don't,n,7.5569505720129,0
s25,don't,n,7.5569505720129,0
s07,happened,p,3.80666248977032,1
s05,accident,m,2.39789527279837,0
s19,government,m,3.87120101090789,0
s01,different,m,5.65599181081985,1
s27,went,m,5.30330490805908,1
s38,drained,p,0.693147180559945,1
s23,went,m,5.30330490805908,0
s35,don't,n,7.5569505720129,1
s05,different,m,5.65599181081985,0
s01,don't,n,7.5569505720129,1
s19,forefront,m,0,1
s38,turned,p,3.46573590279973,1
s40,don't,n,7.5569505720129,0
s11,don't,n,7.5569505720129,1
s15,don't,n,7.5569505720129,1
s31,don't,n,7.5569505720129,1
s06,went,m,5.30330490805908,0
s36,don't,n,7.5569505720129,0
s30,trend,m,1.6094379124341,0
s37,won't,n,4.23410650459726,0
s34,weekend,m,2.99573227355399,1
s17,don't,n,7.5569505720129,0
s24,girlfriend,m,2.89037175789616,0
s19,don't,n,7.5569505720129,0
s37,can't,n,5.84643877505772,1
s20,don't,n,7.5569505720129,0
s26,won't,n,4.23410650459726,1
s04,don't,n,7.5569505720129,1
s17,learned,p,3.68887945411394,1
s05,don't,n,7.5569505720129,1
s08,husband,m,4.07753744390572,0
s25,don't,n,7.5569505720129,1
s06,weren't,n,3.91202300542815,1
s16,impediment,m,0,1
s12,don't,n,7.5569505720129,1
s11,don't,n,7.5569505720129,1
s33,paint,m,2.19722457733622,1
s04,pregnant,m,3.36729582998647,0
s40,different,m,5.65599181081985,0
s08,hunt,m,1.94591014905531,1
s32,pretend,m,1.6094379124341,1
s26,don't,n,7.5569505720129,1
s12,can't,n,5.84643877505772,0
s06,assistant,m,2.30258509299405,1
s27,supplement,m,0.693147180559945,0
s21,hand,m,3.66356164612965,1
s34,doesn't,n,5.37989735354046,0
s40,don't,n,7.5569505720129,1
s11,don't,n,7.5569505720129,1
s27,thousand,m,3.80666248977032,0
s15,thousand,m,3.80666248977032,0
s36,don't,n,7.5569505720129,0
s08,don't,n,7.5569505720129,1
s19,don't,n,7.5569505720129,0
s16,dominant,m,0.693147180559945,1
